"Measure_Type","Employment_type","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Sex","Value","Value_type","confidence_interval","Numerator","Denominator","Samp_size"
"Permanent and temporary employment","Permanent","Black","ONS 2011 5+1","2004","Year","London","All","91.5","%","2.8","243200","265900","982"
"Permanent and temporary employment","Temporary","Black","ONS 2011 5+1","2004","Year","London","Men","7.6","%","4.1","9100","119600","402"
"Permanent and temporary employment","Permanent","Black","ONS 2011 5+1","2004","Year","London","Men","92.4","%","4.1","110500","119600","402"
"Permanent and temporary employment","Temporary","Black","ONS 2011 5+1","2004","Year","London","Women","9.3","%","3.7","13600","146300","580"
"Permanent and temporary employment","Permanent","Black","ONS 2011 5+1","2004","Year","London","Women","90.7","%","3.7","132700","146300","580"
"Permanent and temporary employment","Temporary","Black","ONS 2011 5+1","2004","Year","North East","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Black","ONS 2011 5+1","2004","Year","North East","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Black","ONS 2011 5+1","2004","Year","North East","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Black","ONS 2011 5+1","2004","Year","North East","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Black","ONS 2011 5+1","2004","Year","North East","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Black","ONS 2011 5+1","2004","Year","North East","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Black","ONS 2011 5+1","2004","Year","North West","All","10.7","%","9.2","2100","19300","108"
"Permanent and temporary employment","Permanent","Black","ONS 2011 5+1","2004","Year","North West","All","89.3","%","9.2","17300","19300","108"
"Permanent and temporary employment","Temporary","Black","ONS 2011 5+1","2004","Year","North West","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Black","ONS 2011 5+1","2004","Year","North West","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Black","ONS 2011 5+1","2004","Year","North West","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Black","ONS 2011 5+1","2004","Year","North West","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Black","ONS 2011 5+1","2004","Year","Scotland","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Black","ONS 2011 5+1","2004","Year","Scotland","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Black","ONS 2011 5+1","2004","Year","Scotland","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Black","ONS 2011 5+1","2004","Year","Scotland","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Black","ONS 2011 5+1","2004","Year","Scotland","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Black","ONS 2011 5+1","2004","Year","Scotland","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Black","ONS 2011 5+1","2004","Year","South East","All","9.1","%","6.1","3100","33800","211"
"Permanent and temporary employment","Permanent","Black","ONS 2011 5+1","2004","Year","South East","All","90.9","%","6.1","30700","33800","211"
"Permanent and temporary employment","Temporary","Black","ONS 2011 5+1","2004","Year","South East","Men","9","%","8.6","1600","17400","107"
"Permanent and temporary employment","Permanent","Black","ONS 2011 5+1","2004","Year","South East","Men","91","%","8.6","15800","17400","107"
"Permanent and temporary employment","Temporary","Black","ONS 2011 5+1","2004","Year","South East","Women","9.2","%","8.8","1500","16400","104"
"Permanent and temporary employment","Permanent","Black","ONS 2011 5+1","2004","Year","South East","Women","90.8","%","8.8","14900","16400","104"
"Permanent and temporary employment","Temporary","Black","ONS 2011 5+1","2004","Year","South West","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Black","ONS 2011 5+1","2004","Year","South West","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Black","ONS 2011 5+1","2004","Year","South West","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Black","ONS 2011 5+1","2004","Year","South West","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Black","ONS 2011 5+1","2004","Year","South West","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Black","ONS 2011 5+1","2004","Year","South West","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Black","ONS 2011 5+1","2004","Year","Wales","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Black","ONS 2011 5+1","2004","Year","Wales","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Black","ONS 2011 5+1","2004","Year","Wales","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Black","ONS 2011 5+1","2004","Year","Wales","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Black","ONS 2011 5+1","2004","Year","Wales","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Black","ONS 2011 5+1","2004","Year","Wales","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Black","ONS 2011 5+1","2004","Year","West Midlands","All","4.2","%","4.3","1900","45800","212"
"Permanent and temporary employment","Permanent","Black","ONS 2011 5+1","2004","Year","West Midlands","All","95.8","%","4.3","43900","45800","212"
"Permanent and temporary employment","Temporary","Black","ONS 2011 5+1","2004","Year","West Midlands","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Black","ONS 2011 5+1","2004","Year","West Midlands","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Black","ONS 2011 5+1","2004","Year","West Midlands","Women","5.1","%","6.1","1300","25400","123"
"Permanent and temporary employment","Permanent","Black","ONS 2011 5+1","2004","Year","West Midlands","Women","94.9","%","6.1","24100","25400","123"
"Permanent and temporary employment","Temporary","Black","ONS 2011 5+1","2004","Year","Yorkshire and The Humber","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Black","ONS 2011 5+1","2004","Year","Yorkshire and The Humber","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Black","ONS 2011 5+1","2004","Year","Yorkshire and The Humber","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Black","ONS 2011 5+1","2004","Year","Yorkshire and The Humber","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Black","ONS 2011 5+1","2004","Year","Yorkshire and The Humber","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Black","ONS 2011 5+1","2004","Year","Yorkshire and The Humber","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Indian","Detailed","2004","Year","All","All","8.1","%","1.8","37600","464100","2221"
"Permanent and temporary employment","Permanent","Indian","Detailed","2004","Year","All","All","91.8","%","1.8","426200","464100","2221"
"Permanent and temporary employment","Temporary","Indian","Detailed","2004","Year","All","Men","8.2","%","2.5","21200","257800","1180"
"Permanent and temporary employment","Permanent","Indian","Detailed","2004","Year","All","Men","91.8","%","2.5","236600","257800","1180"
"Permanent and temporary employment","Temporary","Indian","Detailed","2004","Year","All","Women","8","%","2.6","16400","206300","1041"
"Permanent and temporary employment","Permanent","Indian","Detailed","2004","Year","All","Women","91.9","%","2.6","189600","206300","1041"
"Permanent and temporary employment","Temporary","Indian","Detailed","2004","Year","East Midlands","All","8.1","%","5","4300","53100","286"
"Permanent and temporary employment","Permanent","Indian","Detailed","2004","Year","East Midlands","All","91.9","%","5","48800","53100","286"
"Permanent and temporary employment","Temporary","Indian","Detailed","2004","Year","East Midlands","Men","7.7","%","6.6","2300","29500","155"
"Permanent and temporary employment","Permanent","Indian","Detailed","2004","Year","East Midlands","Men","92.3","%","6.6","27200","29500","155"
"Permanent and temporary employment","Temporary","Indian","Detailed","2004","Year","East Midlands","Women","8.6","%","7.6","2000","23600","131"
"Permanent and temporary employment","Permanent","Indian","Detailed","2004","Year","East Midlands","Women","91.4","%","7.6","21600","23600","131"
"Permanent and temporary employment","Temporary","Indian","Detailed","2004","Year","East of England","All","12.4","%","9.4","2900","23600","119"
"Permanent and temporary employment","Permanent","Indian","Detailed","2004","Year","East of England","All","87.6","%","9.4","20700","23600","119"
"Permanent and temporary employment","Temporary","Indian","Detailed","2004","Year","East of England","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Indian","Detailed","2004","Year","East of England","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Indian","Detailed","2004","Year","East of England","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Indian","Detailed","2004","Year","East of England","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Indian","Detailed","2004","Year","London","All","6.2","%","2.9","12200","196500","683"
"Permanent and temporary employment","Permanent","Indian","Detailed","2004","Year","London","All","93.8","%","2.9","184400","196500","683"
"Permanent and temporary employment","Temporary","Indian","Detailed","2004","Year","London","Men","7.5","%","4.3","8100","108400","351"
"Permanent and temporary employment","Permanent","Indian","Detailed","2004","Year","London","Men","92.5","%","4.3","100300","108400","351"
"Permanent and temporary employment","Temporary","Indian","Detailed","2004","Year","London","Women","4.7","%","3.6","4100","88200","332"
"Permanent and temporary employment","Permanent","Indian","Detailed","2004","Year","London","Women","95.3","%","3.6","84100","88200","332"
"Permanent and temporary employment","Temporary","Indian","Detailed","2004","Year","North East","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Indian","Detailed","2004","Year","North East","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Indian","Detailed","2004","Year","North East","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Indian","Detailed","2004","Year","North East","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Indian","Detailed","2004","Year","North East","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Indian","Detailed","2004","Year","North East","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Indian","Detailed","2004","Year","North West","All","10.7","%","7.7","2600","24600","156"
"Permanent and temporary employment","Permanent","Indian","Detailed","2004","Year","North West","All","89.3","%","7.7","22000","24600","156"
"Permanent and temporary employment","Temporary","Indian","Detailed","2004","Year","North West","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Indian","Detailed","2004","Year","North West","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Indian","Detailed","2004","Year","North West","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Indian","Detailed","2004","Year","North West","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Indian","Detailed","2004","Year","Scotland","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Indian","Detailed","2004","Year","Scotland","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Indian","Detailed","2004","Year","Scotland","Men","?","%","?","?","?","?"
