"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Gender","Gender Type","Age","Age Bracket Type","Highest Qualification Held","Qualification_type","Value_type","Value","Numerator","Denominator","Lower 95%","Upper 95%"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","5.3","104750","1985195","4.8","5.8"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","%","3.6","54673","1532148","3.1","4"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","%","5.9","89088","1511856","5.3","6.5"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","4.1","2400","58795","1.5","6.7"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","3.7","679602","18532476","3.5","3.8"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","%","2.4","189481","7815138","2.3","2.6"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","2.9","86569.5","2952307","2.6","3.2"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","3.3","106480.5","3193807","3","3.6"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","4.2","85507","2044768","3.8","4.6"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","%","3.2","36206","1120598","2.7","3.7"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","%","3.5","52357","1483593","3.1","4"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","1.6","718","43771","-0.2","3.5"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","3","557319","18653982","2.9","3.1"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","%","2.5","365513","14818301","2.3","2.6"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","3.1","198566","6338444","2.9","3.3"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","4","247143","6248989","3.7","4.2"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","4.7","190257","4029963","4.4","5"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","%","3.4","90879","2652746","3.1","3.8"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","%","4.7","141445","2995449","4.4","5.1"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","3","3118","102566","1.4","4.7"
"% of individuals unemployed","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","3.3","1236921","37186458","3.2","3.4"
"% of individuals unemployed","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","%","2.4","169759","7110499","2.2","2.6"
"% of individuals unemployed","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","3.1","105680","3374204","2.8","3.4"
"% of individuals unemployed","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","3.8","114762","2994195","3.5","4.2"
"% of individuals unemployed","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","5.2","103927","1986811","4.7","5.7"
"% of individuals unemployed","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","%","4.1","61560","1511514","3.6","4.6"
"% of individuals unemployed","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","%","4.9","78270","1584118","4.4","5.5"
"% of individuals unemployed","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","2.5","1546","60710","0.5","4.6"
"% of individuals unemployed","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","3.4","635504","18622051","3.3","3.6"
"% of individuals unemployed","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","%","2.3","184393","8003130","2.1","2.5"
"% of individuals unemployed","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","3","87435.5","2962035.5","2.7","3.3"
"% of individuals unemployed","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","3.5","111547.5","3144436.5","3.2","3.9"
"% of individuals unemployed","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","3.9","76377","1955565","3.5","4.3"
"% of individuals unemployed","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","%","3.4","38650","1127697","2.9","3.9"
"% of individuals unemployed","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","%","3.3","47560","1442833","2.9","3.7"
"% of individuals unemployed","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","1.2","518","43789","-0.4","2.8"
"% of individuals unemployed","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","2.9","546481","18679486","2.8","3"
"% of individuals unemployed","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","%","2.3","354152","15113629","2.2","2.5"
"% of individuals unemployed","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","3","193115.5","6336239.5","2.8","3.3"
"% of individuals unemployed","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","3.7","226309.5","6138631.5","3.5","3.9"
